age,gender,sleep_hours,daily_steps,heart_rate,calories_burned,stress_level,water_intake,exercise_minutes,wellness_score
28.0,Male,6.7,14717.0,78.0,1485.0,2.0,2.94,31.0,72.86
42.0,Female,7.5,6913.0,86.0,2176.0,4.0,1.01,39.0,58.63
30.0,Male,7.2,14183.0,68.0,2001.0,10.0,2.13,79.0,69.93
26.0,Female,6.0,3603.0,109.0,3299.0,9.0,3.43,95.0,65.53
23.0,Female,6.6,4378.0,63.0,1905.0,8.0,1.68,38.0,52.3
51.0,Female,5.3,11347.0,105.0,3529.0,2.0,1.6,90.0,73.56
18.0,Female,7.4,13090.0,95.0,2936.0,7.0,0.7,17.0,58.93
54.0,Male,7.8,14762.0,109.0,1672.0,9.0,,24.0,48.61
42.0,Male,8.1,11654.0,89.0,2903.0,4.0,2.51,37.0,82.8
38.0,Male,7.7,3345.0,72.0,2153.0,3.0,2.5,90.0,76.85
61.0,Other,6.6,12544.0,68.0,2053.0,9.0,1.37,71.0,65.18
48.0,Female,8.8,8411.0,62.0,3586.0,2.0,2.09,59.0,80.6
59.0,Male,8.0,5670.0,108.0,3145.0,10.0,2.26,78.0,55.72
58.0,Male,8.6,6896.0,58.0,3079.0,5.0,2.14,25.0,63.08
19.0,Male,8.7,14820.0,98.0,2085.0,8.0,1.33,34.0,63.9
30.0,Female,6.6,4182.0,92.0,2857.0,4.0,2.15,91.0,72.0
50.0,Male,7.3,10595.0,59.0,2154.0,8.0,1.53,128.0,67.05
73.0,Male,7.8,2593.0,105.0,2726.0,10.0,0.79,0.0,30.82
26.0,Male,5.3,13381.0,61.0,2277.0,5.0,2.58,47.0,73.29
24.0,Male,5.3,3717.0,61.0,2740.0,3.0,2.2,114.0,73.68
71.0,Male,5.1,16984.0,83.0,3038.0,1.0,2.51,108.0,86.06
73.0,Male,6.7,16017.0,57.0,2093.0,10.0,1.73,34.0,55.28
27.0,Female,6.4,15572.0,57.0,1425.0,10.0,2.54,4.0,51.76
40.0,Female,4.9,7056.0,88.0,1612.0,7.0,2.82,73.0,60.77
53.0,Male,7.0,14343.0,107.0,3394.0,1.0,3.33,90.0,92.83
29.0,Female,6.7,3460.0,55.0,3510.0,9.0,2.67,33.0,57.46
36.0,Female,8.3,6066.0,89.0,2922.0,5.0,2.37,39.0,71.72
40.0,Female,9.4,3425.0,86.0,1635.0,3.0,1.13,87.0,62.39
54.0,Other,7.4,2108.0,55.0,2690.0,4.0,2.03,69.0,52.61
35.0,Male,5.9,7366.0,60.0,2351.0,10.0,1.1,36.0,61.09
41.0,Female,7.6,10854.0,77.0,1922.0,8.0,1.53,108.0,69.19
34.0,Female,6.8,15688.0,92.0,2234.0,6.0,3.47,117.0,75.28
61.0,Female,6.5,1779.0,64.0,3128.0,8.0,1.38,94.0,56.82
26.0,Male,5.7,8037.0,77.0,3592.0,9.0,0.7,122.0,62.84
31.0,Male,6.2,13198.0,,3320.0,7.0,2.67,46.0,75.16
32.0,Male,6.6,4585.0,93.0,1848.0,4.0,1.63,14.0,44.79
69.0,Other,7.8,13578.0,66.0,2503.0,1.0,2.64,95.0,90.76
71.0,Female,7.5,10778.0,91.0,2562.0,2.0,1.28,72.0,82.67
46.0,Male,9.2,10656.0,100.0,2043.0,3.0,1.8,53.0,67.07
26.0,Female,7.7,3298.0,85.0,2357.0,8.0,2.94,33.0,57.14
61.0,Male,7.4,4024.0,,2237.0,1.0,1.17,8.0,56.07
46.0,Male,6.4,15939.0,61.0,1553.0,2.0,1.98,22.0,72.02
66.0,Female,5.5,15912.0,104.0,2315.0,10.0,2.3,86.0,55.46
38.0,Female,6.1,8802.0,69.0,2201.0,5.0,1.6,29.0,64.61
74.0,Female,5.9,11211.0,63.0,2073.0,2.0,2.27,121.0,75.31
63.0,Female,3.5,10305.0,83.0,2750.0,9.0,2.11,61.0,64.19
30.0,Female,5.5,9850.0,74.0,2966.0,10.0,2.47,10.0,58.22
59.0,Female,8.9,13165.0,78.0,1503.0,6.0,3.39,85.0,73.87
34.0,Male,,10735.0,98.0,2152.0,2.0,3.97,89.0,81.38
37.0,Female,6.3,3304.0,83.0,1467.0,7.0,2.42,23.0,51.12
32.0,Female,7.3,2592.0,73.0,3206.0,9.0,2.02,109.0,59.18
56.0,Male,4.3,15484.0,98.0,3439.0,10.0,2.41,95.0,54.08
32.0,Male,7.2,13639.0,73.0,2420.0,6.0,1.94,77.0,81.63
54.0,Male,8.5,4538.0,107.0,3479.0,10.0,0.99,15.0,47.59
51.0,Male,6.6,2221.0,109.0,2783.0,9.0,2.07,63.0,52.51
60.0,Female,4.5,4887.0,79.0,3311.0,2.0,2.86,126.0,76.63
74.0,Male,6.3,10916.0,96.0,3485.0,7.0,1.07,30.0,61.83
18.0,Female,8.5,11008.0,,2691.0,7.0,1.41,121.0,65.91
74.0,Male,7.1,4043.0,101.0,2381.0,8.0,1.69,25.0,44.76
24.0,Male,5.0,4160.0,78.0,3032.0,6.0,2.36,78.0,68.59
48.0,Male,9.9,4689.0,75.0,1774.0,8.0,3.76,51.0,57.05
37.0,Male,5.2,8645.0,68.0,2052.0,6.0,1.53,8.0,44.55
54.0,Other,6.5,5118.0,85.0,2609.0,3.0,2.16,83.0,72.07
59.0,Male,5.5,8866.0,87.0,1842.0,5.0,2.1,61.0,62.91
67.0,Male,5.5,1440.0,78.0,2492.0,10.0,1.89,40.0,43.11
40.0,Male,6.2,16926.0,70.0,3282.0,9.0,2.07,30.0,68.41
71.0,Male,7.6,16182.0,78.0,3121.0,7.0,1.77,63.0,74.86
36.0,Female,8.5,6888.0,81.0,3360.0,4.0,4.02,13.0,74.66
29.0,Female,6.3,14711.0,59.0,3292.0,3.0,2.62,77.0,84.47
39.0,Male,5.5,10193.0,90.0,2131.0,3.0,1.78,12.0,60.24
48.0,Female,7.4,1725.0,100.0,2967.0,4.0,2.93,27.0,57.65
56.0,Female,7.5,5982.0,70.0,2218.0,10.0,2.28,66.0,61.89
65.0,Female,7.1,2157.0,74.0,3537.0,6.0,2.14,96.0,65.63
30.0,Female,7.2,13094.0,,1788.0,4.0,1.97,51.0,72.13
35.0,Male,6.7,14352.0,85.0,1992.0,9.0,1.92,81.0,69.41
71.0,Female,6.9,11568.0,76.0,3471.0,4.0,1.25,121.0,83.02
43.0,Female,6.6,1314.0,101.0,1926.0,8.0,0.93,76.0,56.29
31.0,Male,8.2,5165.0,104.0,2762.0,7.0,2.36,97.0,64.69
74.0,Other,9.7,9079.0,96.0,2040.0,4.0,1.97,62.0,71.14
43.0,Female,7.0,3630.0,64.0,2025.0,10.0,2.71,33.0,51.55
74.0,Male,6.8,3002.0,63.0,2875.0,7.0,1.48,47.0,53.55
70.0,Female,7.1,6313.0,80.0,3148.0,10.0,1.33,45.0,53.55
69.0,Female,5.9,11139.0,87.0,1911.0,1.0,2.64,71.0,74.62
51.0,Female,7.8,2686.0,53.0,3562.0,3.0,1.89,19.0,63.86
63.0,Female,7.4,17972.0,80.0,1594.0,4.0,2.7,99.0,65.75
72.0,Female,6.3,8911.0,57.0,1620.0,7.0,2.12,19.0,45.38
33.0,Female,8.0,4089.0,67.0,3550.0,9.0,3.41,91.0,69.49
20.0,Female,6.8,1536.0,72.0,1521.0,2.0,2.63,61.0,68.36
36.0,Male,5.5,17272.0,54.0,2092.0,2.0,2.39,95.0,78.79
54.0,Male,7.3,11189.0,67.0,1666.0,7.0,2.66,22.0,68.58
49.0,Female,7.1,15740.0,88.0,1889.0,4.0,1.91,27.0,67.37
22.0,Female,8.0,14247.0,109.0,1562.0,7.0,0.95,32.0,53.0
49.0,Male,7.9,17762.0,97.0,2189.0,1.0,2.35,101.0,76.9
27.0,Female,6.7,16147.0,69.0,2050.0,6.0,3.46,34.0,75.49
46.0,Female,6.2,14071.0,106.0,1748.0,1.0,0.7,43.0,58.53
50.0,Female,6.8,15499.0,77.0,2981.0,10.0,2.43,18.0,59.67
54.0,Male,7.3,15597.0,72.0,1478.0,2.0,1.03,30.0,64.62
41.0,Female,7.4,5480.0,101.0,2443.0,2.0,2.08,111.0,62.45
41.0,Male,7.2,11189.0,75.0,2071.0,2.0,2.16,15.0,69.01
56.0,Male,6.7,17763.0,94.0,2830.0,3.0,2.62,118.0,80.74
60.0,Female,8.1,15770.0,61.0,2143.0,5.0,2.25,107.0,78.05
64.0,Female,5.9,2968.0,71.0,2439.0,7.0,3.06,123.0,65.24
37.0,Male,10.0,3073.0,109.0,3184.0,10.0,2.92,81.0,55.5
42.0,Female,7.8,4560.0,66.0,1717.0,9.0,1.96,88.0,56.16
36.0,Female,5.3,13659.0,101.0,2358.0,1.0,2.87,109.0,85.53
48.0,Male,7.0,7815.0,79.0,2636.0,5.0,1.88,92.0,64.8
25.0,Male,7.8,11762.0,107.0,3020.0,9.0,1.76,72.0,60.47
42.0,Female,6.3,3547.0,76.0,2580.0,2.0,1.26,54.0,72.52
28.0,Female,4.9,2205.0,80.0,3018.0,7.0,3.02,111.0,58.55
48.0,Male,5.4,14152.0,74.0,3150.0,5.0,1.89,41.0,75.02
66.0,Female,7.5,6098.0,64.0,3135.0,2.0,0.7,72.0,66.75
74.0,Female,4.5,1925.0,100.0,2753.0,1.0,2.48,7.0,49.8
43.0,Female,4.9,4830.0,85.0,3420.0,3.0,1.8,83.0,61.95
21.0,Female,7.5,6628.0,81.0,1449.0,1.0,1.89,17.0,57.22
30.0,,6.5,8006.0,73.0,2496.0,2.0,1.94,7.0,59.52
23.0,Male,,16265.0,96.0,3164.0,6.0,1.86,38.0,67.55
61.0,Male,6.2,4532.0,72.0,1628.0,8.0,4.01,87.0,58.87
74.0,Female,4.9,11348.0,65.0,3200.0,6.0,3.26,107.0,88.54
49.0,Female,7.4,5817.0,56.0,1485.0,8.0,2.59,77.0,55.04
28.0,Female,5.8,9574.0,102.0,3130.0,1.0,2.27,85.0,73.74
19.0,Male,6.1,6173.0,56.0,1811.0,4.0,2.89,,59.57
73.0,Female,7.3,6984.0,101.0,2868.0,7.0,2.27,13.0,48.03
36.0,Male,6.5,11276.0,73.0,3224.0,1.0,2.67,14.0,76.95
24.0,Male,5.9,11108.0,52.0,3191.0,6.0,2.49,9.0,61.24
28.0,Male,4.2,3465.0,105.0,2663.0,2.0,2.19,45.0,59.59
32.0,Female,7.3,3832.0,94.0,3398.0,5.0,2.76,97.0,72.92
55.0,Male,6.9,5250.0,93.0,1708.0,7.0,1.81,7.0,44.2
68.0,Female,6.1,16308.0,83.0,1920.0,10.0,2.14,45.0,57.97
33.0,Other,5.5,6528.0,96.0,1691.0,1.0,1.41,78.0,71.41
57.0,Female,6.8,10908.0,59.0,2982.0,6.0,1.5,7.0,63.78
21.0,Male,7.4,8744.0,65.0,3361.0,6.0,0.7,70.0,72.06
18.0,Female,6.9,7149.0,83.0,3446.0,1.0,2.42,51.0,83.21
21.0,Female,8.9,1839.0,94.0,2544.0,7.0,2.61,119.0,59.0
70.0,Male,7.7,8611.0,86.0,1690.0,1.0,2.86,64.0,81.52
51.0,Female,6.7,17986.0,75.0,1778.0,7.0,1.33,67.0,76.7
63.0,Female,7.8,17007.0,90.0,2777.0,3.0,2.41,110.0,86.16
19.0,Female,6.9,6246.0,55.0,3372.0,2.0,2.1,94.0,83.13
19.0,Female,6.9,10156.0,81.0,,1.0,2.62,71.0,83.24
66.0,Male,8.5,6027.0,74.0,2985.0,5.0,1.64,86.0,70.56
23.0,Male,5.6,16680.0,80.0,3337.0,3.0,1.86,52.0,83.23
26.0,Female,6.8,10521.0,59.0,2451.0,5.0,1.01,90.0,62.63
47.0,Male,8.3,16657.0,104.0,1831.0,9.0,1.6,40.0,62.52
52.0,Male,7.2,15547.0,101.0,2423.0,9.0,2.1,40.0,61.22
31.0,Male,6.3,6702.0,106.0,1618.0,8.0,2.22,107.0,53.46
,Male,4.6,8874.0,100.0,2879.0,5.0,0.92,53.0,65.73
,Male,3.8,10767.0,90.0,2124.0,2.0,1.74,69.0,70.59
43.0,Female,9.5,5380.0,68.0,2144.0,5.0,2.21,15.0,70.12
39.0,Male,7.2,15170.0,58.0,1406.0,1.0,3.09,44.0,71.29
22.0,Male,6.0,10706.0,87.0,3599.0,2.0,1.51,84.0,75.84
43.0,Female,7.3,4683.0,106.0,2340.0,4.0,2.44,68.0,60.94
63.0,Other,5.6,9313.0,73.0,3126.0,7.0,1.71,39.0,65.97
53.0,Male,6.4,15003.0,109.0,2543.0,8.0,1.79,3.0,45.76
68.0,Male,5.6,8307.0,60.0,2810.0,7.0,1.49,71.0,71.25
25.0,Male,5.0,13131.0,68.0,2429.0,3.0,1.37,45.0,77.69
18.0,Male,4.1,17729.0,89.0,2912.0,8.0,1.77,119.0,65.93
49.0,Male,4.7,6828.0,80.0,1839.0,10.0,,5.0,40.69
28.0,Female,8.1,17931.0,96.0,3591.0,7.0,1.57,88.0,78.55
51.0,Female,5.5,8161.0,72.0,2341.0,8.0,1.46,49.0,57.48
69.0,Male,7.5,10640.0,96.0,1423.0,9.0,2.25,34.0,49.49
37.0,Other,8.0,14186.0,69.0,3495.0,8.0,2.1,92.0,77.25
49.0,Male,6.8,2342.0,60.0,1450.0,9.0,2.05,66.0,48.94
56.0,Male,6.4,,84.0,2439.0,3.0,2.28,9.0,68.35
26.0,Male,,10724.0,81.0,3127.0,4.0,1.39,78.0,80.02
69.0,Male,6.3,12209.0,84.0,2215.0,2.0,1.47,23.0,63.27
29.0,Female,8.4,17201.0,53.0,1860.0,2.0,2.79,110.0,80.75
64.0,Male,9.2,9350.0,75.0,1929.0,6.0,2.0,31.0,64.81
55.0,Female,8.7,16751.0,57.0,2907.0,,2.52,103.0,68.9
26.0,Male,4.0,10738.0,98.0,2662.0,3.0,2.96,42.0,61.57
59.0,Female,6.2,4820.0,56.0,2507.0,8.0,2.69,40.0,60.77
29.0,Female,6.8,12162.0,106.0,2531.0,1.0,1.14,0.0,60.09
52.0,Female,7.4,4394.0,55.0,2101.0,10.0,2.02,119.0,50.9
72.0,Male,4.6,16306.0,87.0,3457.0,6.0,2.83,71.0,75.6
72.0,Female,4.5,3757.0,71.0,1908.0,5.0,2.47,19.0,50.05
67.0,Female,8.5,9577.0,58.0,3242.0,4.0,2.23,4.0,64.8
46.0,Male,6.1,14972.0,72.0,3108.0,10.0,0.95,35.0,63.89
49.0,Female,4.9,1354.0,54.0,1414.0,5.0,1.67,64.0,54.41
35.0,Male,5.4,9432.0,92.0,1776.0,2.0,2.15,4.0,59.04
70.0,Male,7.3,9707.0,102.0,2615.0,6.0,1.1,46.0,55.57
45.0,Female,,6879.0,71.0,1749.0,6.0,2.66,40.0,57.98
61.0,Male,7.1,12504.0,77.0,3275.0,8.0,2.02,113.0,76.26
38.0,Female,5.5,6656.0,60.0,2372.0,5.0,0.71,53.0,57.15
60.0,Male,4.5,7489.0,79.0,3241.0,3.0,1.7,13.0,57.04
30.0,Male,,5826.0,106.0,1662.0,1.0,1.9,31.0,60.49
59.0,Male,7.3,11688.0,83.0,1452.0,10.0,2.01,107.0,59.13
20.0,,6.4,16028.0,102.0,2811.0,2.0,3.09,1.0,74.48
23.0,Other,6.1,4183.0,97.0,3164.0,4.0,2.5,17.0,61.38
38.0,Female,8.7,8082.0,59.0,3582.0,2.0,1.14,1.0,60.22
45.0,Female,7.6,4994.0,55.0,3132.0,3.0,1.06,6.0,53.95
58.0,,8.3,5299.0,73.0,3045.0,1.0,1.91,120.0,84.14
38.0,Female,6.0,17522.0,106.0,1527.0,4.0,2.19,128.0,70.18
19.0,Male,6.9,13134.0,61.0,2727.0,10.0,2.79,95.0,69.11
36.0,Male,7.3,17066.0,54.0,2969.0,3.0,3.31,11.0,78.04
43.0,Female,6.1,11875.0,107.0,2268.0,10.0,3.35,90.0,64.15
48.0,Female,6.7,12397.0,63.0,3598.0,7.0,1.79,100.0,74.16
54.0,Female,6.0,13218.0,72.0,3573.0,9.0,2.75,102.0,73.48
32.0,Female,7.3,12170.0,97.0,3283.0,7.0,2.4,97.0,66.83
52.0,Female,5.1,15008.0,57.0,3335.0,10.0,1.34,90.0,56.06
54.0,Male,7.5,6678.0,61.0,2649.0,6.0,0.78,57.0,71.03
62.0,Male,7.2,2900.0,94.0,3205.0,9.0,2.2,7.0,44.37
47.0,Male,6.5,9408.0,52.0,1556.0,1.0,1.05,107.0,74.08
64.0,Female,7.4,1233.0,93.0,1906.0,10.0,1.5,120.0,40.7
30.0,Female,6.3,1995.0,83.0,2860.0,1.0,1.62,65.0,69.97
58.0,Female,5.9,2049.0,65.0,1671.0,2.0,2.25,55.0,62.29
20.0,Male,7.5,2500.0,87.0,3188.0,8.0,3.0,119.0,65.83
23.0,Female,7.6,13074.0,70.0,1791.0,3.0,2.11,58.0,74.95
67.0,Female,6.1,11240.0,107.0,2168.0,1.0,1.72,48.0,68.56
45.0,Female,6.0,16899.0,76.0,1969.0,9.0,0.7,115.0,63.31
53.0,Female,6.6,6070.0,95.0,2590.0,6.0,2.42,120.0,63.41
52.0,Male,6.1,6762.0,67.0,1579.0,5.0,2.12,26.0,56.39
57.0,Male,8.8,9433.0,100.0,3186.0,4.0,1.72,35.0,68.7
31.0,Other,7.2,14324.0,68.0,3354.0,8.0,2.92,40.0,79.46
28.0,Male,6.8,16835.0,81.0,3043.0,4.0,1.27,20.0,75.64
20.0,Male,5.6,13450.0,98.0,1807.0,6.0,1.62,111.0,66.9
67.0,Male,7.8,9719.0,105.0,2039.0,,1.93,126.0,71.59
30.0,Male,6.0,17631.0,95.0,1898.0,4.0,1.71,67.0,63.85
,Other,6.0,4246.0,90.0,2724.0,1.0,2.49,92.0,70.05
43.0,Male,7.8,9109.0,92.0,3353.0,3.0,2.42,54.0,79.06
27.0,Male,7.3,5347.0,75.0,3334.0,4.0,2.84,129.0,81.79
41.0,Female,3.5,3990.0,91.0,3507.0,8.0,2.45,124.0,57.84
22.0,Female,6.6,7863.0,85.0,2916.0,9.0,2.02,97.0,67.49
28.0,Male,7.0,14055.0,82.0,1887.0,6.0,1.86,115.0,72.89
25.0,Male,6.4,6575.0,70.0,2275.0,10.0,2.42,17.0,51.82
64.0,Male,7.0,14956.0,72.0,2047.0,4.0,1.97,115.0,81.94
50.0,Male,4.4,11463.0,59.0,1539.0,5.0,2.13,55.0,65.07
70.0,Male,3.5,13082.0,93.0,3160.0,7.0,2.46,27.0,61.1
42.0,Male,5.5,5285.0,53.0,2671.0,2.0,2.2,121.0,66.22
29.0,Female,7.2,15701.0,58.0,3534.0,5.0,2.32,109.0,85.53
52.0,Female,3.5,4623.0,68.0,3250.0,9.0,1.55,17.0,35.67
70.0,Female,5.7,,60.0,2829.0,5.0,3.04,85.0,72.14
48.0,Male,4.3,14359.0,95.0,,10.0,1.33,114.0,53.08
19.0,Male,6.5,12797.0,59.0,2373.0,7.0,2.41,89.0,72.63
35.0,Other,9.3,6230.0,78.0,2444.0,2.0,1.76,62.0,79.84
70.0,Female,6.5,5632.0,94.0,2884.0,5.0,2.86,6.0,60.15
47.0,Female,6.7,8475.0,86.0,2647.0,4.0,2.72,64.0,74.73
72.0,Male,7.9,8700.0,86.0,3116.0,10.0,2.1,72.0,66.61
47.0,Male,6.8,2199.0,71.0,1448.0,4.0,3.19,109.0,64.71
18.0,Female,6.5,5273.0,,1647.0,5.0,1.97,28.0,57.81
67.0,Female,8.0,3796.0,96.0,3495.0,7.0,2.72,26.0,49.01
61.0,Male,7.4,3796.0,79.0,2357.0,10.0,1.59,120.0,51.38
58.0,Other,7.2,7139.0,92.0,3209.0,6.0,2.38,108.0,75.86
73.0,Female,6.6,1804.0,99.0,3286.0,,1.45,73.0,53.05
29.0,Female,6.4,12575.0,66.0,1665.0,2.0,2.11,57.0,78.63
69.0,Male,8.0,12479.0,59.0,2951.0,9.0,2.06,80.0,75.49
31.0,Female,6.4,4903.0,78.0,1782.0,3.0,2.71,19.0,54.11
73.0,Female,8.4,15904.0,74.0,1738.0,8.0,1.63,31.0,66.37
28.0,Male,5.4,11174.0,60.0,1937.0,6.0,4.25,,67.57
49.0,Female,8.7,6482.0,96.0,3061.0,7.0,1.13,54.0,66.21
62.0,Female,7.4,4459.0,88.0,1604.0,1.0,2.26,23.0,58.53
22.0,Female,5.5,8411.0,90.0,,6.0,2.3,68.0,66.4
21.0,Male,7.5,17330.0,93.0,2238.0,1.0,2.48,84.0,81.89
66.0,Female,6.0,1259.0,77.0,1982.0,6.0,1.74,105.0,51.2
21.0,Male,6.8,1537.0,81.0,1927.0,5.0,2.27,81.0,59.89
52.0,Male,6.2,8135.0,65.0,2156.0,3.0,1.7,79.0,69.15
71.0,Male,6.6,16640.0,94.0,2168.0,5.0,3.41,72.0,79.97
53.0,Male,8.0,5926.0,106.0,2091.0,3.0,1.66,14.0,48.97
45.0,Male,7.5,13755.0,102.0,2540.0,1.0,2.0,49.0,85.51
41.0,,5.3,10846.0,75.0,3585.0,1.0,1.64,58.0,82.39
54.0,Female,5.4,4549.0,54.0,2393.0,,1.54,68.0,62.78
50.0,Male,7.2,16463.0,102.0,1804.0,8.0,1.12,38.0,51.54
46.0,Other,7.2,3943.0,85.0,2745.0,6.0,2.57,96.0,61.73
26.0,Male,5.9,9703.0,97.0,3224.0,2.0,1.63,70.0,72.66
55.0,Female,8.9,12333.0,69.0,2719.0,5.0,1.54,39.0,68.75
60.0,Female,7.9,12548.0,101.0,2567.0,6.0,1.43,61.0,69.09
58.0,Female,6.0,15552.0,100.0,2871.0,3.0,2.31,92.0,74.8
22.0,Female,5.9,13052.0,52.0,3337.0,2.0,2.12,2.0,68.14
58.0,Female,6.5,12242.0,84.0,1568.0,3.0,2.12,44.0,74.59
59.0,Male,6.4,3760.0,79.0,3560.0,1.0,1.57,26.0,61.71
28.0,Male,8.4,6351.0,90.0,3365.0,3.0,2.4,41.0,74.32
66.0,Male,8.1,7022.0,67.0,3514.0,6.0,1.64,85.0,78.99
47.0,Male,6.8,7433.0,57.0,2496.0,9.0,2.15,27.0,48.93
44.0,Male,7.7,3100.0,67.0,3279.0,9.0,2.0,70.0,60.63
59.0,Male,7.9,2797.0,82.0,1579.0,7.0,,49.0,47.47
47.0,Female,6.9,8604.0,,2309.0,4.0,3.52,6.0,71.31
,Female,7.3,13345.0,78.0,3335.0,10.0,2.5,115.0,73.86
35.0,Female,7.6,16106.0,74.0,1996.0,10.0,2.23,77.0,76.14
70.0,Female,7.4,16995.0,92.0,3079.0,4.0,2.34,38.0,74.94
73.0,Male,5.8,9279.0,75.0,2102.0,1.0,3.54,65.0,78.52
25.0,Male,5.9,16288.0,60.0,2696.0,5.0,2.9,128.0,79.95
59.0,Female,6.4,8863.0,88.0,2836.0,5.0,2.34,19.0,60.7
19.0,Female,5.9,9152.0,64.0,3331.0,7.0,1.6,110.0,67.34
39.0,Male,4.9,4716.0,69.0,2152.0,2.0,1.71,0.0,54.05
73.0,Female,7.7,11750.0,92.0,3132.0,6.0,0.84,112.0,65.52
27.0,Female,7.3,6411.0,67.0,2356.0,4.0,1.84,43.0,73.03
39.0,Male,5.1,9348.0,55.0,2265.0,5.0,2.56,38.0,66.98
30.0,Male,6.5,16934.0,72.0,1575.0,1.0,2.54,101.0,83.54
59.0,Male,6.6,10379.0,74.0,1567.0,6.0,2.53,21.0,56.62
,Female,7.0,6290.0,91.0,3096.0,1.0,1.74,17.0,60.98
51.0,Other,5.4,12463.0,93.0,1630.0,9.0,2.49,60.0,61.14
71.0,Female,5.0,13487.0,52.0,1645.0,8.0,2.68,122.0,62.93
47.0,Female,7.5,11391.0,95.0,1807.0,10.0,0.7,43.0,48.76
59.0,Female,4.8,1907.0,95.0,2141.0,7.0,2.31,70.0,48.14
23.0,Male,6.5,4998.0,62.0,1758.0,10.0,3.56,51.0,56.55
30.0,Female,6.4,3355.0,71.0,2698.0,3.0,1.9,98.0,69.86
71.0,Female,6.6,17256.0,96.0,3208.0,1.0,0.7,116.0,82.12
66.0,Female,7.1,6432.0,85.0,2568.0,10.0,1.53,126.0,54.27
55.0,Male,8.9,9168.0,71.0,2863.0,7.0,0.83,34.0,63.49
39.0,Female,4.7,16343.0,96.0,3364.0,7.0,1.66,34.0,64.41
29.0,Other,7.9,17852.0,88.0,3367.0,3.0,1.24,120.0,81.57
66.0,Male,3.5,4884.0,81.0,2849.0,4.0,2.75,75.0,64.23
62.0,Male,8.6,15637.0,52.0,1550.0,7.0,2.64,42.0,70.94
31.0,Male,4.1,13409.0,89.0,3135.0,5.0,2.34,44.0,77.66
51.0,Female,10.0,11515.0,62.0,3066.0,1.0,2.96,22.0,86.87
53.0,Female,6.3,4014.0,105.0,2067.0,3.0,1.7,10.0,43.76
45.0,Male,8.5,12811.0,62.0,1757.0,4.0,2.15,45.0,74.91
70.0,Female,8.2,11495.0,53.0,1690.0,9.0,3.64,103.0,68.54
25.0,Male,6.2,8697.0,73.0,2007.0,4.0,2.51,85.0,72.82
32.0,Male,6.3,11058.0,72.0,3035.0,5.0,2.51,1.0,64.39
23.0,Male,5.7,4740.0,72.0,3481.0,6.0,1.56,5.0,52.69
57.0,Female,7.8,11648.0,105.0,1737.0,2.0,1.81,112.0,71.02
54.0,Female,6.2,3773.0,67.0,2312.0,6.0,1.4,103.0,60.52
74.0,Male,5.7,6009.0,100.0,3235.0,3.0,3.28,103.0,68.05
48.0,Male,7.5,9514.0,61.0,1588.0,9.0,1.01,112.0,61.34
26.0,Female,5.6,3923.0,87.0,3474.0,3.0,2.74,82.0,76.58
43.0,Female,6.4,16549.0,59.0,1440.0,4.0,2.51,43.0,74.28
23.0,Female,6.9,16092.0,65.0,,5.0,0.98,76.0,78.15
56.0,Female,6.0,9168.0,60.0,1471.0,4.0,2.9,83.0,71.57
56.0,Female,6.2,10766.0,71.0,3074.0,6.0,1.92,109.0,76.61
66.0,Male,8.8,6098.0,,2339.0,8.0,1.18,69.0,66.66
37.0,Female,6.5,4762.0,101.0,2362.0,10.0,2.36,7.0,37.98
35.0,Male,6.3,,95.0,,9.0,1.52,80.0,67.12
22.0,Male,6.6,8143.0,92.0,2057.0,3.0,1.96,95.0,74.46
41.0,Male,7.4,17220.0,80.0,3065.0,7.0,1.75,122.0,69.15
45.0,Male,5.5,2327.0,68.0,2348.0,4.0,1.48,23.0,49.9
61.0,Other,7.4,2992.0,69.0,3151.0,9.0,1.27,111.0,57.59
60.0,Other,7.1,9186.0,59.0,2822.0,1.0,2.66,2.0,71.97
25.0,Female,4.5,14336.0,90.0,2884.0,10.0,2.33,94.0,55.06
34.0,Male,9.1,8321.0,97.0,3573.0,4.0,2.28,40.0,72.39
47.0,Female,8.7,15309.0,83.0,2514.0,8.0,1.85,15.0,57.54
37.0,Female,5.8,3429.0,85.0,2060.0,7.0,2.14,42.0,58.54
19.0,Male,5.3,15583.0,73.0,3001.0,4.0,1.58,71.0,79.64
66.0,Female,7.1,8665.0,107.0,2953.0,10.0,1.57,25.0,45.04
59.0,Female,4.9,5988.0,103.0,2463.0,3.0,3.3,71.0,69.4
47.0,Male,8.6,11944.0,75.0,2136.0,8.0,2.72,92.0,76.7
36.0,Female,6.2,14279.0,95.0,3446.0,10.0,1.71,113.0,68.38
66.0,Female,8.9,16798.0,72.0,1953.0,,1.05,72.0,78.6
20.0,Male,5.7,2671.0,59.0,1573.0,10.0,0.91,78.0,38.45
43.0,Male,6.7,13013.0,68.0,2790.0,9.0,1.66,119.0,72.07
63.0,Female,8.4,6483.0,100.0,1578.0,4.0,2.18,4.0,49.77
72.0,Female,6.4,9640.0,79.0,3074.0,9.0,2.18,99.0,62.08
32.0,Other,7.2,8959.0,102.0,3252.0,1.0,2.2,127.0,77.68
55.0,Female,8.2,14136.0,70.0,2978.0,2.0,2.33,107.0,90.6
28.0,,6.1,7893.0,78.0,1919.0,8.0,1.37,119.0,63.76
24.0,Female,5.2,5902.0,56.0,3473.0,10.0,3.16,117.0,65.67
